2025-05-10 02:25:04,971 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:51:37,860 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:51:48,168 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:51:52,335 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:51:58,500 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:52:08,655 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:52:12,825 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:52:18,985 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:52:29,217 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:52:33,374 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:52:39,527 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:52:49,948 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:52:54,227 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:53:00,393 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:53:10,561 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:53:14,721 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:53:20,879 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:53:31,040 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:53:35,300 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:53:41,460 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:53:51,735 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:53:55,882 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:54:02,042 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:54:12,264 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:54:16,423 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:54:22,580 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:54:32,744 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:54:36,915 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:54:43,075 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:54:53,231 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:54:57,552 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:55:03,714 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:55:13,873 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:55:18,059 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:55:24,214 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:55:34,362 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:55:38,517 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:55:44,677 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:55:54,837 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:55:59,002 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:56:05,173 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:56:15,338 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:56:19,560 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:56:25,766 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:56:35,922 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:56:40,088 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:56:46,246 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:56:56,456 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:57:00,663 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:57:06,823 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:57:16,980 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:57:21,147 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:57:27,303 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:57:37,459 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:57:41,622 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:57:47,847 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 02:57:57,999 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:58:02,163 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:58:08,317 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 02:58:18,480 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:58:22,634 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:58:28,917 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 02:58:39,083 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:58:43,240 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:58:49,397 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 02:58:59,561 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:59:03,724 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:59:09,889 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 02:59:20,048 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:59:24,217 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:59:30,382 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 02:59:40,672 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:59:44,832 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 02:59:50,993 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:00:01,146 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:00:05,308 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:00:11,461 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:00:21,625 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:00:25,773 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:00:31,930 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:00:42,108 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:00:46,272 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:00:52,437 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:01:02,604 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:01:06,758 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:01:12,931 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:01:23,153 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:01:27,312 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:01:33,474 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:01:43,641 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:01:47,803 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:01:53,964 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:02:04,173 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:02:08,347 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:02:14,591 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:02:24,747 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:02:28,905 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:02:35,063 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:02:45,230 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:02:49,384 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:02:55,567 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:03:05,738 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:03:09,901 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:03:16,062 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:03:26,453 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:03:30,621 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:03:36,775 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:03:46,942 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:03:51,109 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:03:57,327 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:04:07,485 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:04:11,643 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:04:17,805 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:04:27,972 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:04:32,126 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:04:38,428 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:04:48,603 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:04:52,763 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:04:58,935 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:05:09,107 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:05:13,271 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:05:19,427 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:05:29,588 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:05:33,878 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:05:40,031 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:05:50,192 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:05:54,350 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:06:00,512 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:06:10,677 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:06:14,795 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:06:20,952 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:06:31,107 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:06:35,195 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:06:41,668 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:06:51,807 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:06:55,975 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:07:02,110 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:07:12,220 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:07:16,374 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:07:22,586 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:07:32,673 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:07:36,847 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:07:43,053 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:07:53,135 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:07:57,276 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:08:03,417 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:08:13,497 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:08:17,597 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:08:23,735 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:08:33,876 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:08:38,014 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:08:44,097 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:08:54,233 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:08:58,374 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:09:04,456 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:09:14,594 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:09:18,750 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:09:24,886 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:09:35,026 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:09:39,108 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:09:45,188 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:09:55,323 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:09:59,461 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:10:05,595 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:10:15,740 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:10:19,881 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:10:25,945 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:10:36,017 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:10:40,153 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:10:46,298 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 03:10:56,446 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:11:00,660 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:11:06,801 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 03:11:16,883 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:11:20,966 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:11:27,056 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 03:11:37,135 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:11:41,215 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:11:47,363 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 03:11:57,502 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:12:01,648 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:12:07,788 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 03:12:17,855 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:12:22,053 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:12:28,205 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 03:12:38,371 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:12:42,542 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:12:48,692 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 03:12:58,862 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
